url_path,views_total,views_unique
/mike7seven/CIFAR-10,9,3
/mike7seven/CIFAR-10/pulse,7,1
/mike7seven/CIFAR-10/graphs/traffic,4,1
/mike7seven/CIFAR-10/network,1,1
