url_path,views_total,views_unique
/mike7seven/CIFAR-10,20,3
/mike7seven/CIFAR-10/pulse,8,1
/mike7seven/CIFAR-10/graphs/traffic,5,1
/mike7seven/CIFAR-10/actions/workflows/traffic-archive.yml,3,1
/mike7seven/CIFAR-10/blob/main/CLAUDE.md,3,1
/mike7seven/CIFAR-10/blob/main/.gitignore,2,1
/mike7seven/CIFAR-10/tree/github-repo-stats,2,1
/mike7seven/CIFAR-10/tree/main/.claude,2,1
/mike7seven/CIFAR-10/actions,1,1
/mike7seven/CIFAR-10/actions/runs/22038612295,1,1
